,name,key,typee
45615,Xingang Fu,journals/tnn/FuLFWA15,Article
45616,Shuhui Li,journals/tnn/FuLFWA15,Article
45617,Michael Fairbank,journals/tnn/FuLFWA15,Article
45618,Donald C. Wunsch,journals/tnn/FuLFWA15,Article
45619,Eduardo Alonso,journals/tnn/FuLFWA15,Article
45620,James Tin-Yau Kwok,journals/tnn/KwokY96,Article
45621,Dit-Yan Yeung,journals/tnn/KwokY96,Article
45622,Jonathan Blake Vance,journals/tnn/VanceSKJD07,Article
45623,Atmika Singh,journals/tnn/VanceSKJD07,Article
45624,Brian C. Kaul,journals/tnn/VanceSKJD07,Article
45625,Sarangapani Jagannathan,journals/tnn/VanceSKJD07,Article
45626,James A. Drallmeier,journals/tnn/VanceSKJD07,Article
45627,Luping Zhou,journals/tnn/ZhouWS10,Article
45628,Lei Wang 0001,journals/tnn/ZhouWS10,Article
45629,Chunhua Shen,journals/tnn/ZhouWS10,Article
45630,Puya Ghasemi Afshar,journals/tnn/AfsharWC09,Article
45631,Hong Wang 0001,journals/tnn/AfsharWC09,Article
45632,Tianyou Chai,journals/tnn/AfsharWC09,Article
45633,Leimin Wang,journals/tnn/WangS15,Article
45634,Yi Shen,journals/tnn/WangS15,Article
45635,Xiaolin Hu,journals/tnn/HuW07,Article
45636,Jun Wang 0002,journals/tnn/HuW07,Article
45637,Lixian Zhang,journals/tnn/ZhangZZ15,Article
45638,Yanzheng Zhu,journals/tnn/ZhangZZ15,Article
45639,Wei Xing Zheng,journals/tnn/ZhangZZ15,Article
45640,Nikolaos Gkalelis,journals/tnn/GkalelisMKS13,Article
45641,Vasileios Mezaris,journals/tnn/GkalelisMKS13,Article
45642,Ioannis Kompatsiaris,journals/tnn/GkalelisMKS13,Article
45643,Tania Stathaki,journals/tnn/GkalelisMKS13,Article
45644,Jenq-Neng Hwang,journals/tnn/HwangYLJ96,Article
45645,Shih-Shien You,journals/tnn/HwangYLJ96,Article
45646,Shyh-Rong Lay,journals/tnn/HwangYLJ96,Article
45647,I-Chang Jou,journals/tnn/HwangYLJ96,Article
45648,Qiangfu Zhao,journals/tnn/Zhao97,Article
45649,Xin Xu,journals/tnn/XuLYH11,Article
45650,Chunming Liu,journals/tnn/XuLYH11,Article
45651,Simon X. Yang,journals/tnn/XuLYH11,Article
45652,Dewen Hu,journals/tnn/XuLYH11,Article
45653,Quanxin Zhu,journals/tnn/ZhuC10,Article
45654,Jinde Cao,journals/tnn/ZhuC10,Article
45655,Manuel A. Snchez-Montas,journals/tnn/Sanchez-MontanesC04,Article
45656,Fernando J. Corbacho,journals/tnn/Sanchez-MontanesC04,Article
45657,Dezhong Peng,journals/tnn/PengY07,Article
45658,Zhang Yi 0001,journals/tnn/PengY07,Article
45659,William J. Wolfe,journals/tnn/WolfeRCAR95,Article
45660,Jay A. Rothman,journals/tnn/WolfeRCAR95,Article
45661,Edward H. Chang,journals/tnn/WolfeRCAR95,Article
45662,William Aultman,journals/tnn/WolfeRCAR95,Article
45663,Garth Ripton,journals/tnn/WolfeRCAR95,Article
45664,Deyuan Meng,journals/tnn/MengJDY13,Article
45665,Yingmin Jia,journals/tnn/MengJDY13,Article
45666,Junping Du,journals/tnn/MengJDY13,Article
45667,Fashan Yu,journals/tnn/MengJDY13,Article
45668,Enric Junqu de Fortuny,journals/tnn/FortunyM15,Article
45669,David Martens,journals/tnn/FortunyM15,Article
45670,Minyoung Kim,journals/tnn/Kim14,Article
45671,X. Liu,journals/tnn/LiuC11,Article
45672,T. Chen,journals/tnn/LiuC11,Article
45673,Vassilios Petridis,journals/tnn/PetridisPK98,Article
45674,E. Paterakis,journals/tnn/PetridisPK98,Article
45675,Athanasios Kehagias,journals/tnn/PetridisPK98,Article
45676,Aydogan Savran,journals/tnn/Savran07,Article
45677,Nicolaos B. Karayiannis,journals/tnn/Karayiannis99,Article
45678,Dany Merhej,journals/tnn/MerhejDKP11,Article
45679,Chaouki Diab,journals/tnn/MerhejDKP11,Article
45680,Mohamad Khalil,journals/tnn/MerhejDKP11,Article
45681,Rmy Prost,journals/tnn/MerhejDKP11,Article
45682,Alexander G. Parlos,journals/tnn/ParlosJPBAC05,Article
45683,Chuanyi Ji,journals/tnn/ParlosJPBAC05,Article
45684,Thomas Parisini,journals/tnn/ParlosJPBAC05,Article
45685,Marco Baglietto,journals/tnn/ParlosJPBAC05,Article
45686,Amir F. Atiya,journals/tnn/ParlosJPBAC05,Article
45687,Kimberly C. Claffy,journals/tnn/ParlosJPBAC05,Article
45688,Allan Kardec Barros,journals/tnn/BarrosRIO02,Article
45689,Tomasz M. Rutkowski,journals/tnn/BarrosRIO02,Article
45690,Fumitada Itakura,journals/tnn/BarrosRIO02,Article
45691,Noboru Ohnishi,journals/tnn/BarrosRIO02,Article
45692,Zhenfeng Chen,journals/tnn/ChenGZL14,Article
45693,Shuzhi Sam Ge,journals/tnn/ChenGZL14,Article
45694,Yun Zhang,journals/tnn/ChenGZL14,Article
45695,Yanan Li,journals/tnn/ChenGZL14,Article
45696,Chia-Feng Juang,journals/tnn/JuangC14,Article
45697,Chi-You Chen,journals/tnn/JuangC14,Article
45698,Francisco Fernndez-Navarro,journals/tnn/Fernandez-NavarroGHY13,Article
45699,Pedro Antonio Gutirrez,journals/tnn/Fernandez-NavarroGHY13,Article
45700,Csar Hervs-Martnez,journals/tnn/Fernandez-NavarroGHY13,Article
45701,Xin Yao,journals/tnn/Fernandez-NavarroGHY13,Article
45702,Teck-Hou Teng,journals/tnn/TengTZ15,Article
45703,Ah-Hwee Tan,journals/tnn/TengTZ15,Article
45704,Jacek M. Zurada,journals/tnn/TengTZ15,Article
45705,Xuyang Lou,journals/tnn/LouC08,Article
45706,Baotong Cui,journals/tnn/LouC08,Article
45707,Inmaculada Mora-Jimnez,journals/tnn/Mora-JimenezC05,Article
45708,Jess Cid-Sueiro,journals/tnn/Mora-JimenezC05,Article
45709,Rui Zhang,journals/tnn/ZhangLHX12,Article
45710,Yuan Lan,journals/tnn/ZhangLHX12,Article
45711,Guang-Bin Huang,journals/tnn/ZhangLHX12,Article
45712,Zongben Xu,journals/tnn/ZhangLHX12,Article
45713,Aroor Dinesh Dileep,journals/tnn/DileepS14,Article
45714,Chellu Chandra Sekhar,journals/tnn/DileepS14,Article
45715,Chuan-Ke Zhang,journals/tnn/ZhangHJWW14,Article
45716,Yong He,journals/tnn/ZhangHJWW14,Article
45717,L. Jiang,journals/tnn/ZhangHJWW14,Article
45718,Q. H. Wu,journals/tnn/ZhangHJWW14,Article
45719,Min Wu 0002,journals/tnn/ZhangHJWW14,Article
45720,Ju Hong Ge,journals/tnn/GeX10,Article
45721,Jian Xu,journals/tnn/GeX10,Article
45722,Xi Miao,journals/tnn/MiaoATDW98,Article
45723,Mahmood R. Azimi-Sadjadi,journals/tnn/MiaoATDW98,Article
45724,Bin Tan,journals/tnn/MiaoATDW98,Article
45725,A. C. Dubey,journals/tnn/MiaoATDW98,Article
45726,N. H. Witherspoon,journals/tnn/MiaoATDW98,Article
45727,Sumio Watanabe,journals/tnn/Watanabe01,Article
45728,Yu Lin,journals/tnn/LinWKCL05,Article
45729,Hongbo Wang,journals/tnn/LinWKCL05,Article
45730,Geng-Sheng Kuo,journals/tnn/LinWKCL05,Article
45731,Shiduan Cheng,journals/tnn/LinWKCL05,Article
45732,Qi Li,journals/tnn/LinWKCL05,Article
45733,Giduthuri Sateesh Babu,journals/tnn/BabuS13,Article
45734,Sundaram Suresh,journals/tnn/BabuS13,Article
45735,Scott Thomas Acton,journals/tnn/ActonB96,Article
45736,Alan Conrad Bovik,journals/tnn/ActonB96,Article
45737,Keun-Rong Hsieh,journals/tnn/HsiehC93,Article
45738,Wen-Tsuen Chen,journals/tnn/HsiehC93,Article
45739,John J. Shynk,journals/tnn/Shynk90,Article
45740,Hiroshi Narazaki,journals/tnn/NarazakiR92,Article
45741,Anca L. Ralescu,journals/tnn/NarazakiR92,Article
45742,Antoniya Georgieva,journals/tnn/GeorgievaJ09,Article
45743,Ivan Jordanov,journals/tnn/GeorgievaJ09,Article
45744,S. R. Jones,journals/tnn/JonesSH94,Article
45745,K. M. Sammut,journals/tnn/JonesSH94,Article
45746,J. Hunter,journals/tnn/JonesSH94,Article
45747,Sintiani Dewi Teddy,journals/tnn/TeddyQLC10,Article
45748,Chai Quek,journals/tnn/TeddyQLC10,Article
45749,Edmund Ming-Kit Lai,journals/tnn/TeddyQLC10,Article
45750,A. Cinar,journals/tnn/TeddyQLC10,Article
45751,Alexander G. Parlos,journals/tnn/ParlosMA01,Article
45752,Sunil K. Menon,journals/tnn/ParlosMA01,Article
45753,Amir F. Atiya,journals/tnn/ParlosMA01,Article
45754,K. Chen,journals/tnn/ChenKKH01c,Article
45755,V. Kvasnicka,journals/tnn/ChenKKH01c,Article
45756,P. C. Kanen,journals/tnn/ChenKKH01c,Article
45757,Simon Haykin,journals/tnn/ChenKKH01c,Article
45758,Christian Mazza,journals/tnn/Mazza97,Article
45759,Alain Ptrowski,journals/tnn/PetrowskiDG93,Article
45760,Grard Dreyfus,journals/tnn/PetrowskiDG93,Article
45761,Claude Girault,journals/tnn/PetrowskiDG93,Article
45762,Sung-Bae Cho,journals/tnn/ChoK95,Article
45763,Jin H. Kim,journals/tnn/ChoK95,Article
45764,Ramon A. Felix,journals/tnn/FelixSC04,Article
45765,Edgar N. Snchez,journals/tnn/FelixSC04,Article
45766,Guanrong Chen,journals/tnn/FelixSC04,Article
45767,Yang-Yin Lin,journals/tnn/LinCL13,Article
45768,Jyh-Yeong Chang,journals/tnn/LinCL13,Article
45769,Chin-Teng Lin,journals/tnn/LinCL13,Article
45770,Chih-Jen Lin,journals/tnn/Lin02c,Article
45771,Xiaofeng Liao,journals/tnn/LiaoY98,Article
45772,Juebang Yu,journals/tnn/LiaoY98,Article
45773,Zhihong Man,journals/tnn/ZhihongWP98,Article
45774,Hong Ren Wu,journals/tnn/ZhihongWP98,Article
45775,Marimuthu Palaniswami,journals/tnn/ZhihongWP98,Article
45776,Huseyin Ozkan,journals/tnn/OzkanPK15,Article
45777,Ozgun Soner Pelvan,journals/tnn/OzkanPK15,Article
45778,Suleyman Serdar Kozat,journals/tnn/OzkanPK15,Article
45779,Srikanth Thirumalai,journals/tnn/ThirumalaiA96,Article
45780,Narendra Ahuja,journals/tnn/ThirumalaiA96,Article
45781,Huai-Ning Wu,journals/tnn/WuL09,Article
45782,Han-Xiong Li,journals/tnn/WuL09,Article
45783,Hui Wei,journals/tnn/WeiLD14,Article
45784,Qiang Li,journals/tnn/WeiLD14,Article
45785,Zheng Dong,journals/tnn/WeiLD14,Article
45786,Roberto Battiti,journals/tnn/Battiti94,Article
45787,Adriaan G. Tijsseling,journals/tnn/Tijsseling05,Article
45788,Reza Davtalab,journals/tnn/DavtalabDM14,Article
45789,Mir Hossein Dezfoulian,journals/tnn/DavtalabDM14,Article
45790,Muharram Mansoorizadeh,journals/tnn/DavtalabDM14,Article
45791,Lutz Leistritz,journals/tnn/LeistritzGWK02,Article
45792,Miroslaw Galicki,journals/tnn/LeistritzGWK02,Article
45793,Herbert Witte,journals/tnn/LeistritzGWK02,Article
45794,Eberhard F. Kochs,journals/tnn/LeistritzGWK02,Article
45795,Kenneth E. Hild II,journals/tnn/HildAN08,Article
45796,Hagai Thomas Attias,journals/tnn/HildAN08,Article
45797,Srikantan S. Nagarajan,journals/tnn/HildAN08,Article
45798,Xing-Bao Gao,journals/tnn/GaoLQ05,Article
45799,Li-Zhi Liao,journals/tnn/GaoLQ05,Article
45800,Liqun Qi,journals/tnn/GaoLQ05,Article
45801,Yan-Jun Liu,journals/tnn/LiuCWT11,Article
45802,C. L. Philip Chen,journals/tnn/LiuCWT11,Article
45803,G.-X. Wen,journals/tnn/LiuCWT11,Article
45804,Shaocheng Tong,journals/tnn/LiuCWT11,Article
45805,Peter Tio,journals/tnn/TinoK99,Article
45806,Miroslav Koteles,journals/tnn/TinoK99,Article
45807,Fangyue Chen,journals/tnn/ChenCHHX09,Article
45808,Guanrong Chen,journals/tnn/ChenCHHX09,Article
45809,Qinbin He,journals/tnn/ChenCHHX09,Article
45810,Guolong He,journals/tnn/ChenCHHX09,Article
45811,Xiubin Xu,journals/tnn/ChenCHHX09,Article
45812,Lorenzo Livi,journals/tnn/LiviSP15,Article
45813,Alireza Sadeghian,journals/tnn/LiviSP15,Article
45814,Witold Pedrycz,journals/tnn/LiviSP15,Article
45815,Chih-Min Lin,journals/tnn/LinCY10,Article
45816,Li-Yang Chen,journals/tnn/LinCY10,Article
45817,Daniel S. Yeung,journals/tnn/LinCY10,Article
45818,Juan Luis Castro Pea,journals/tnn/PenaCM00,Article
45819,Miguel Delgado Calvo-Flores,journals/tnn/PenaCM00,Article
45820,Carlos Javier Mantas,journals/tnn/PenaCM00,Article
45821,Rajesh M. Kandadai,journals/tnn/KandadaiT97,Article
45822,James M. Tien,journals/tnn/KandadaiT97,Article
45823,Benot Frnay,journals/tnn/FrenayV14,Article
45824,Michel Verleysen,journals/tnn/FrenayV14,Article
45825,Yajun Zhang,journals/tnn/ZhangL02,Article
45826,Zhi-Qiang Liu,journals/tnn/ZhangL02,Article
45827,Scott C. Douglas,journals/tnn/Douglas00,Article
45828,Chengde Zheng,journals/tnn/ZhengZW10,Article
45829,Huaguang Zhang,journals/tnn/ZhengZW10,Article
45830,Zhanshan Wang,journals/tnn/ZhengZW10,Article
45831,Hongtao Lu,journals/tnn/Lu05,Article
45832,Cong Li,journals/tnn/LiGA15a,Article
45833,Michael Georgiopoulos,journals/tnn/LiGA15a,Article
45834,Georgios C. Anagnostopoulos,journals/tnn/LiGA15a,Article
45835,Trevor G. Clarkson,journals/tnn/ClarksonNG93,Article
45836,Chi Kwong Ng,journals/tnn/ClarksonNG93,Article
45837,Yelin Guan,journals/tnn/ClarksonNG93,Article
45838,Angelo Alessandri,journals/tnn/AlessandriBBG11,Article
45839,Marco Baglietto,journals/tnn/AlessandriBBG11,Article
45840,Giorgio Battistelli,journals/tnn/AlessandriBBG11,Article
45841,Mauro Gaggero,journals/tnn/AlessandriBBG11,Article
45842,Nhamo Mtetwa,journals/tnn/MtetwaS05,Article
45843,Leslie S. Smith,journals/tnn/MtetwaS05,Article
45844,Juwei Lu,journals/tnn/LuPVL06,Article
45845,Konstantinos N. Plataniotis,journals/tnn/LuPVL06,Article
45846,Anastasios N. Venetsanopoulos,journals/tnn/LuPVL06,Article
45847,Stan Z. Li,journals/tnn/LuPVL06,Article
45848,Pingzhou Liu,journals/tnn/LiuH07,Article
45849,Qing-Long Han,journals/tnn/LiuH07,Article
45850,Miao Hu,journals/tnn/HuLCWRL14,Article
45851,Hai Li,journals/tnn/HuLCWRL14,Article
45852,Yiran Chen,journals/tnn/HuLCWRL14,Article
45853,Qing Wu,journals/tnn/HuLCWRL14,Article
45854,Garrett S. Rose,journals/tnn/HuLCWRL14,Article
45855,Richard W. Linderman,journals/tnn/HuLCWRL14,Article
45856,Walter E. Lillo,journals/tnn/LilloLHZ93,Article
45857,Mei Heng Loh,journals/tnn/LilloLHZ93,Article
45858,Stefen Hui,journals/tnn/LilloLHZ93,Article
45859,Stanislaw H. Zak,journals/tnn/LilloLHZ93,Article
45860,Igor N. Aizenberg,journals/tnn/Aizenberg10,Article
45861,Rami Rom,journals/tnn/RomEGLRBGH07,Article
45862,Jacob Erel,journals/tnn/RomEGLRBGH07,Article
45863,Michael Glikson,journals/tnn/RomEGLRBGH07,Article
45864,Randy A. Lieberman,journals/tnn/RomEGLRBGH07,Article
45865,Kobi Rosenblum,journals/tnn/RomEGLRBGH07,Article
45866,Ofer Binah,journals/tnn/RomEGLRBGH07,Article
45867,Ran Ginosar,journals/tnn/RomEGLRBGH07,Article
45868,David L. Hayes,journals/tnn/RomEGLRBGH07,Article
45869,Mahardhika Pratama,journals/tnn/PratamaAAL14,Article
45870,Sreenatha G. Anavatti,journals/tnn/PratamaAAL14,Article
45871,Plamen P. Angelov,journals/tnn/PratamaAAL14,Article
45872,Edwin Lughofer,journals/tnn/PratamaAAL14,Article
45873,Chengjun Liu,journals/tnn/LiuY09,Article
45874,Jian Yang,journals/tnn/LiuY09,Article
45875,Koji Tsuda,journals/tnn/TsudaSM02,Article
45876,Masashi Sugiyama,journals/tnn/TsudaSM02,Article
45877,Klaus-Robert Muller,journals/tnn/TsudaSM02,Article
45878,Jinde Cao,journals/tnn/CaoX07,Article
45879,Min Xiao,journals/tnn/CaoX07,Article
45880,Leszek Rutkowski,journals/tnn/RutkowskiC03a,Article
45881,Krzysztof Cpalka,journals/tnn/RutkowskiC03a,Article
45882,Satoshi Yamada,journals/tnn/YamadaNS98,Article
45883,Michio Nakashima,journals/tnn/YamadaNS98,Article
45884,Satoru Shiono,journals/tnn/YamadaNS98,Article
45885,Raymond Pavloski,journals/tnn/PavloskiK03,Article
45886,Majid Karimi,journals/tnn/PavloskiK03,Article
45887,Cheng Xiang,journals/tnn/XiangDL05,Article
45888,Shenqiang Ding,journals/tnn/XiangDL05,Article
45889,Tong Heng Lee,journals/tnn/XiangDL05,Article
45890,Rudy Setiono,journals/tnn/SetionoLZ02,Article
45891,Wee Kheng Leow,journals/tnn/SetionoLZ02,Article
45892,Jacek M. Zurada,journals/tnn/SetionoLZ02,Article
45893,Zhengguang Wu,journals/tnn/WuSSC13,Article
45894,Peng Shi 0001,journals/tnn/WuSSC13,Article
45895,Hongye Su,journals/tnn/WuSSC13,Article
45896,Jian Chu,journals/tnn/WuSSC13,Article
45897,Tim Waegeman,journals/tnn/WaegemanWS12,Article
45898,Francis Wyffels,journals/tnn/WaegemanWS12,Article
45899,Benjamin Schrauwen,journals/tnn/WaegemanWS12,Article
45900,Cheolwoo You,journals/tnn/YouH98,Article
45901,Daesik Hong,journals/tnn/YouH98,Article
45902,Agustn Gajate,journals/tnn/GajateHVA10,Article
45903,Rodolfo E. Haber,journals/tnn/GajateHVA10,Article
45904,Pastora I. Vega,journals/tnn/GajateHVA10,Article
45905,Jos R. Alique,journals/tnn/GajateHVA10,Article
45906,Ioannis Psorakis,journals/tnn/PsorakisDG10,Article
45907,Theodoros Damoulas,journals/tnn/PsorakisDG10,Article
45908,Mark A. Girolami,journals/tnn/PsorakisDG10,Article
45909,Pak Cheung Edgar An,journals/tnn/AnB095,Article
45910,Martin Brown,journals/tnn/AnB095,Article
45911,Chris J. Harris 0001,journals/tnn/AnB095,Article
45912,Haibo He,journals/tnn/HeC12,Article
45913,Yuan Cao,journals/tnn/HeC12,Article
45914,X.-M. Zhang,journals/tnn/ZhangH09,Article
45915,Q.-L. Han,journals/tnn/ZhangH09,Article
45916,George N. Karystinos,journals/tnn/KarystinosP00,Article
45917,Dimitrios A. Pados,journals/tnn/KarystinosP00,Article
45918,Haiquan Zhao,journals/tnn/ZhaoZ09,Article
45919,Jiashu Zhang,journals/tnn/ZhaoZ09,Article
45920,D. Martinez,journals/tnn/Martinez98,Article
45921,Jason M. Kinser,journals/tnn/KinserL99,Article
45922,Thomas Lindblad,journals/tnn/KinserL99,Article
45923,Shaoyun Chen,journals/tnn/ChenW00,Article
45924,Juyang Weng,journals/tnn/ChenW00,Article
45925,Pak Cheung Edgar An,journals/tnn/AnBH97,Article
45926,Martin Brown,journals/tnn/AnBH97,Article
45927,Chris J. Harris,journals/tnn/AnBH97,Article
45928,Junping Zhang,journals/tnn/ZhangXL13,Article
45929,Ziyu Xie,journals/tnn/ZhangXL13,Article
45930,Stan Z. Li,journals/tnn/ZhangXL13,Article
45931,Bruce A. Whitehead,journals/tnn/WhiteheadC96,Article
45932,Timothy D. Choate,journals/tnn/WhiteheadC96,Article
45933,Roseli A. Francelin Romero,journals/tnn/RomeroG03,Article
45934,Fernando Gomide,journals/tnn/RomeroG03,Article
45935,Christoph Bergmeir,journals/tnn/BergmeirTMAB12,Article
45936,Isaac Triguero,journals/tnn/BergmeirTMAB12,Article
45937,Daniel Molina,journals/tnn/BergmeirTMAB12,Article
45938,Jos Luis Aznarte,journals/tnn/BergmeirTMAB12,Article
45939,Jos Manuel Bentez,journals/tnn/BergmeirTMAB12,Article
45940,Heidar A. Talebi,journals/tnn/TalebiKT09,Article
45941,Khashayar Khorasani,journals/tnn/TalebiKT09,Article
45942,Siamak Tafazoli,journals/tnn/TalebiKT09,Article
45943,Olga Zoidi,journals/tnn/ZoidiTP13,Article
45944,Anastasios Tefas,journals/tnn/ZoidiTP13,Article
45945,Ioannis Pitas,journals/tnn/ZoidiTP13,Article
45946,Young-Chul Kim 0001,journals/tnn/0001S95,Article
45947,Michael A. Shanblatt,journals/tnn/0001S95,Article
45948,Joon-Ku Im,journals/tnn/ImAR12,Article
45949,Daniel W. Apley,journals/tnn/ImAR12,Article
45950,George C. Runger,journals/tnn/ImAR12,Article
45951,Zhanshan Wang,journals/tnn/WangZ10,Article
45952,Huaguang Zhang,journals/tnn/WangZ10,Article
45953,W. Chang,journals/tnn/ChangBC93,Article
45954,B. Bosworth,journals/tnn/ChangBC93,Article
45955,G. Clifford Carter,journals/tnn/ChangBC93,Article
45956,Thanh Minh Nguyen,journals/tnn/NguyenWA10,Article
45957,Q. M. Jonathan Wu,journals/tnn/NguyenWA10,Article
45958,Siddhant Ahuja,journals/tnn/NguyenWA10,Article
45959,Donald M. Hummels,journals/tnn/HummelsAM95,Article
45960,Wahid Ahmed,journals/tnn/HummelsAM95,Article
45961,Mohamad T. Musavi,journals/tnn/HummelsAM95,Article
45962,Hsin-Chia Fu,journals/tnn/FuCXP00,Article
45963,Hung-Yuan Chang,journals/tnn/FuCXP00,Article
45964,Yeong-Yuh Xu,journals/tnn/FuCXP00,Article
45965,Hsiao-Tien Pao,journals/tnn/FuCXP00,Article
45966,C. L. Philip Chen,journals/tnn/Chen96,Article
45967,Franco Scarselli,journals/tnn/ScarselliGTHM09,Article
45968,Marco Gori,journals/tnn/ScarselliGTHM09,Article
45969,Ah Chung Tsoi,journals/tnn/ScarselliGTHM09,Article
45970,Markus Hagenbuchner,journals/tnn/ScarselliGTHM09,Article
45971,Gabriele Monfardini,journals/tnn/ScarselliGTHM09,Article
45972,Tommy W. S. Chow,journals/tnn/ChowR09,Article
45973,M. K. M. Rahman,journals/tnn/ChowR09,Article
45974,Xiao-Hu Yu,journals/tnn/YuC95,Article
45975,Guo-An Chen,journals/tnn/YuC95,Article
45976,KangWoo Lee,journals/tnn/LeeBF05,Article
45977,Hilary Buxton,journals/tnn/LeeBF05,Article
45978,Jianfeng Feng,journals/tnn/LeeBF05,Article
45979,Danil V. Prokhorov,journals/tnn/Prokhorov10,Article
45980,Xing He,journals/tnn/HeLHL13,Article
45981,Chuandong Li,journals/tnn/HeLHL13,Article
45982,Tingwen Huang,journals/tnn/HeLHL13,Article
45983,Chaojie Li,journals/tnn/HeLHL13,Article
45984,Abdolreza Joghataie,journals/tnn/JoghataieT14,Article
45985,Omid Oliyan Torghabehi,journals/tnn/JoghataieT14,Article
45986,James C. Bezdek,journals/tnn/BezdekH92,Article
45987,Richard J. Hathaway,journals/tnn/BezdekH92,Article
45988,Yohei Nakada,journals/tnn/NakadaWM14,Article
45989,Makio Wakahara,journals/tnn/NakadaWM14,Article
45990,Takashi Matsumoto,journals/tnn/NakadaWM14,Article
45991,Puneet Singla,journals/tnn/SinglaSJ07,Article
45992,Kamesh Subbarao,journals/tnn/SinglaSJ07,Article
45993,John L. Junkins,journals/tnn/SinglaSJ07,Article
45994,Dan Zhang,journals/tnn/ZhangWSL11,Article
45995,Fei Wang 0001,journals/tnn/ZhangWSL11,Article
45996,Luo Si,journals/tnn/ZhangWSL11,Article
45997,Tao Li,journals/tnn/ZhangWSL11,Article
45998,Chan Wai Ting,journals/tnn/TingQ09,Article
45999,Chai Quek,journals/tnn/TingQ09,Article
46000,John Robert McDonnell,journals/tnn/McdonnellW94,Article
46001,Donald E. Waagen,journals/tnn/McdonnellW94,Article
46002,Kay Chen Tan,journals/tnn/TanT04,Article
46003,Huajin Tang,journals/tnn/TanT04,Article
46004,Eunwoo Kim,journals/tnn/KimLCKO15,Article
46005,Minsik Lee,journals/tnn/KimLCKO15,Article
46006,Chong-Ho Choi,journals/tnn/KimLCKO15,Article
46007,Nojun Kwak,journals/tnn/KimLCKO15,Article
46008,Songhwai Oh,journals/tnn/KimLCKO15,Article
46009,Martin T. Hill,journals/tnn/HillFWKD02,Article
46010,Edward E. E. Frietman,journals/tnn/HillFWKD02,Article
46011,Huug de Waardt,journals/tnn/HillFWKD02,Article
46012,Giok-Djan Khoe,journals/tnn/HillFWKD02,Article
46013,Harm J. S. Dorren,journals/tnn/HillFWKD02,Article
46014,Hujun Yin,journals/tnn/Yin02,Article
46015,Taskin Koak,journals/tnn/KocakST03,Article
46016,Jude Seeber,journals/tnn/KocakST03,Article
46017,Hakan Terzioglu,journals/tnn/KocakST03,Article
46018,Jinling Liang,journals/tnn/LiangWL11,Article
46019,Zidong Wang,journals/tnn/LiangWL11,Article
46020,Xiaohui Liu,journals/tnn/LiangWL11,Article
46021,Weimin Liu,journals/tnn/LiuAG92,Article
46022,Andreas G. Andreou,journals/tnn/LiuAG92,Article
46023,Moise H. Goldstein Jr.,journals/tnn/LiuAG92,Article
46024,Lech Szymanski,journals/tnn/SzymanskiM14,Article
46025,Brendan McCane,journals/tnn/SzymanskiM14,Article
46026,Yongjun Deng,journals/tnn/DengY06,Article
46027,Zhixing Yang,journals/tnn/DengY06,Article
46028,Bo Liu,journals/tnn/LiuHT08,Article
46029,Zhifeng Hao,journals/tnn/LiuHT08,Article
46030,Eric C. C. Tsang,journals/tnn/LiuHT08,Article
46031,Khashayar Pakdaman,journals/tnn/PakdamanMG99,Article
46032,C. P. Malta,journals/tnn/PakdamanMG99,Article
46033,C. Grotta-Ragazzo,journals/tnn/PakdamanMG99,Article
46034,Rodrigo C. de Lamare,journals/tnn/LamareN08,Article
46035,Raimundo Sampaio Neto,journals/tnn/LamareN08,Article
46036,Mu-Chun Su,journals/tnn/SuC01,Article
46037,Hsiao-Te Chang,journals/tnn/SuC01,Article
46038,Debrup Chakraborty,journals/tnn/ChakrabortyP04,Article
46039,Nikhil R. Pal,journals/tnn/ChakrabortyP04,Article
46040,Chengan Guo,journals/tnn/GuoK97,Article
46041,Anthony Kuh,journals/tnn/GuoK97,Article
46042,Zhenwei Shi,journals/tnn/ShiZ07,Article
46043,Changshui Zhang,journals/tnn/ShiZ07,Article
46044,Mario Luca Fravolini,journals/tnn/FravoliniC11,Article
46045,Giampiero Campa,journals/tnn/FravoliniC11,Article
46046,Katheryn Margaret Adeney,journals/tnn/AdeneyK01,Article
46047,Michael J. Korenberg,journals/tnn/AdeneyK01,Article
46048,Andrew R. Webb,journals/tnn/WebbS98,Article
46049,Simon Shannon,journals/tnn/WebbS98,Article
46050,Andreas Brandstetter,journals/tnn/BrandstetterA08,Article
46051,Alessandro Artusi,journals/tnn/BrandstetterA08,Article
46052,Jin Zhang,journals/tnn/ZhangGL05,Article
46053,Shuzhi Sam Ge,journals/tnn/ZhangGL05,Article
46054,Tong Heng Lee,journals/tnn/ZhangGL05,Article
46055,Stefano Ferrari,journals/tnn/FerrariFPB07,Article
46056,Giancarlo Ferrigno,journals/tnn/FerrariFPB07,Article
46057,Vincenzo Piuri,journals/tnn/FerrariFPB07,Article
46058,N. Alberto Borghese,journals/tnn/FerrariFPB07,Article
46059,Alexandros Iosifidis,journals/tnn/IosifidisTP13,Article
46060,Anastasios Tefas,journals/tnn/IosifidisTP13,Article
46061,Ioannis Pitas,journals/tnn/IosifidisTP13,Article
46062,Shi-Lu Dai,journals/tnn/DaiWW14,Article
46063,Cong Wang,journals/tnn/DaiWW14,Article
46064,Min Wang,journals/tnn/DaiWW14,Article
46065,Kamyar Rohani,journals/tnn/RohaniCM92,Article
